Partisan Records
Partisan Records
Home
Angélica Garcia
Aoife Nessa Frances
Beth Orton
Blondshell
Body Meat
Bombino
Cameron Winter
Cigarettes After Sex
Cymande
DJ Rashad
Ezra Collective
Fela Kuti
Femi Kuti
Geese
Grian Chatten
HONESTY
IDLES
Just Mustard
Laura Marling
Léa Sen
Lip Critic
Maple Glider
NoSo
PJ Harvey
Skinny Pelembe
Sun’s Signature
TTSSFU
Ultraísta
Westerman
WITCH
Aerial East
Ages and Ages
Baby In Vain
BOBBY
Body Type
Callers
Christopher Denny
Chubby & The Gang
Craig Finn
Deer Tick
Diamond Rugs
Dilly Dally
Dolorean
Eagulls
EMEL
Emily Wells
Erika Wennerstrom
Field Report
Flock of Dimes
Fontaines D.C.
FREEMAN
Goon
Guards
Heartless Bastards
Holy Sons
JBM
John Grant
Lontalius
Lumerians
LUMP
Mádé Kuti
Made Of Oak
Mercury Rev
Middle Brother
Molly Sarlé
Mountain Man
Nico Yaryan
Paleo
PHOX
Pottery
Pure Bathing Culture
Sallie Ford & The Sound Outside
Sam Burton
Spike Fuck
Sylvan Esso
TENDER
The Amazing
The Black Angels
The Dismemberment Plan
The Wytches
TORRES
Treetop Flyers
Violents + Monica Martin
Virgin Forest
Warm Ghost
HERE
here
Ochre
Desert Daze Sound
section1
Knitting Factory Entertainment
GrayBits
Vance Wellenstein
