Label Name,URL
Partisan Records,https://partisanrecords.com/artists
Interscope Records,https://interscope.com/pages/iga-artist-hub
Republic Records,https://www.republicrecords.com/artists/
Concord,https://concord.com/artists/
Integrity Music,https://www.integritymusic.com/artists
EMPIRE,https://www.empireartists.jp/roster.php
T-Series,https://www.tseries.com/artist-management
Nuclear Blast,https://www.nuclearblast.com/pages/nuclear-blast-bands
